epoch,train_loss,train_acc,val_loss,val_acc
1,1.2794366693887553,0.492987012987013,1.0147792536478777,0.5925925925925926
2,0.9073057956382876,0.6498701298701298,0.8656065601568955,0.6592592592592592
3,0.7245326496538569,0.7158441558441558,0.7562209390676938,0.6987654320987654
4,0.6884342485763988,0.7355844155844156,0.6255849164265853,0.7654320987654321
5,0.5625543120454569,0.7776623376623376,0.6233843977634723,0.7679012345679013
6,0.4641296995467827,0.8301298701298702,0.6192311770640887,0.7555555555555555
7,0.48613390277643675,0.8093506493506494,0.5918367894796225,0.7876543209876543
8,0.3510273831789611,0.8748051948051948,0.5614114243250626,0.7950617283950617
9,0.36736895681404674,0.8618181818181818,0.5924091195830932,0.7654320987654321
10,0.29509314406113546,0.8924675324675325,0.5214605193871719,0.8123456790123457
11,0.24234254597151866,0.9127272727272727,0.4915940692791572,0.8271604938271605
12,0.26984645291918613,0.9012987012987013,0.46921860025479245,0.8469135802469135
13,0.23466656515832807,0.9148051948051948,0.5337445609844648,0.8148148148148148
14,0.17033913029266184,0.9392207792207792,0.5803686403311216,0.8098765432098766
15,0.15895457822279851,0.9454545454545454,0.6239126599751986,0.782716049382716
16,0.21245260573312885,0.9184415584415584,0.564513389307719,0.8246913580246914
17,0.09285797120728453,0.9703896103896104,0.4885079926596238,0.8493827160493828
18,0.06499710810355476,0.9807792207792208,0.46352066185611945,0.8493827160493828
19,0.05439896694552459,0.9849350649350649,0.5253665779645627,0.8493827160493828
20,0.08147668167490696,0.9755844155844156,0.83082259618319,0.8320987654320988
21,0.12692910074027347,0.96,0.5366198764397547,0.8469135802469135
22,0.05830706233067102,0.9838961038961039,0.4876006360237415,0.8320987654320988
23,0.03266166830740747,0.9942857142857143,0.4833485916113624,0.8567901234567902
24,0.027407626972579566,0.9958441558441559,0.49259178429985273,0.8666666666666667
25,0.03149090731348537,0.9911688311688311,0.8038934419074883,0.8098765432098766
26,0.06446423715163695,0.9880519480519481,0.5879095102158877,0.8345679012345679
27,0.03155101848323448,0.9942857142857143,0.5532243283322225,0.854320987654321
28,0.01786773837721128,0.9963636363636363,0.5509326742388881,0.854320987654321
29,0.010942570223915772,0.9989610389610389,0.5541125348267647,0.8592592592592593
30,0.018027475729706834,0.9979220779220779,0.5773954952422243,0.8567901234567902
31,0.014186078033669561,0.9984415584415585,0.5614724825494565,0.8469135802469135
32,0.015810187549147082,0.9989610389610389,0.5671578185776105,0.8493827160493828
33,0.0169805165105423,0.9984415584415585,0.5955430954121627,0.8567901234567902
34,0.011504567375208144,0.9984415584415585,0.5963566092630992,0.8444444444444444
35,0.010345602785924175,0.9994805194805195,0.606897992726702,0.8493827160493828
36,0.015444980147981742,0.9984415584415585,0.605475161367884,0.8518518518518519
37,0.011880483459223245,0.9974025974025974,0.6170144169949568,0.8641975308641975
38,0.009352024816373577,0.9984415584415585,0.5756646695618446,0.8493827160493828
39,0.008641343210732228,0.9989610389610389,0.5807853462890937,0.8493827160493828
40,0.009021733731000882,0.9989610389610389,0.5824817467767459,0.837037037037037
41,0.010100650415969555,0.9994805194805195,0.5822150287433312,0.8469135802469135
42,0.008299976614013802,1.0,0.5754451831946006,0.8518518518518519
43,0.01184204244818233,0.9979220779220779,0.6076196465068139,0.8567901234567902
44,0.009185385945650031,0.9989610389610389,0.5943520675914792,0.8493827160493828
45,0.017281000309654314,0.9989610389610389,0.593986634308329,0.8592592592592593
46,0.007473638559859551,0.9989610389610389,0.5893170909526256,0.8592592592592593
47,0.006813713173824744,0.9994805194805195,0.5822971263327278,0.8592592592592593
48,0.010299932904404084,0.9989610389610389,0.5744969729477396,0.8469135802469135
49,0.008490437294402327,0.9994805194805195,0.5789625950587484,0.8518518518518519
50,0.007278924641871184,0.9989610389610389,0.5702565243610969,0.8444444444444444
