epoch,train_loss,train_acc,val_loss,val_acc
1,1.3859947607165477,0.45714285714285713,1.1798521463687603,0.5407407407407407
2,1.1164828216443297,0.5651948051948052,1.5073940364214091,0.47160493827160493
3,1.0158012773169847,0.5937662337662337,0.9349698653587928,0.6296296296296297
4,0.9330002157414545,0.6197402597402597,0.9488750191835257,0.6296296296296297
5,0.8745713815337322,0.6587012987012987,0.870551742040194,0.671604938271605
6,0.8057316585642392,0.6857142857142857,0.9084520225341504,0.6320987654320988
7,0.7886644538308754,0.6909090909090909,0.8172789972562057,0.6666666666666666
8,0.71695612395396,0.7137662337662337,0.7687849929699531,0.6938271604938272
9,0.7417601918587919,0.6966233766233766,0.7803454582507794,0.7086419753086419
10,0.6404172152769371,0.7438961038961039,0.7089467598841741,0.7135802469135802
11,0.6182908034715496,0.7423376623376623,0.7066573535020535,0.725925925925926
12,0.5962834524326637,0.7636363636363637,0.7380611392167898,0.7185185185185186
13,0.550594753906375,0.7807792207792208,0.9019938672964389,0.6864197530864198
14,0.5658947229385376,0.775064935064935,0.6365123723561947,0.7506172839506173
15,0.5425974599650649,0.7974025974025974,0.6268348819934405,0.7382716049382716
16,0.4710288714678561,0.8244155844155844,0.8060053082612845,0.7160493827160493
17,0.5321910457044351,0.7916883116883117,0.7005305192791499,0.7283950617283951
18,0.4880945196405786,0.8166233766233766,0.6778798091870087,0.7506172839506173
19,0.44119008300734347,0.8306493506493506,0.5855402476512469,0.7777777777777778
20,0.3658472854094427,0.854025974025974,0.6569286367067924,0.7679012345679013
21,0.3829316003400771,0.8602597402597403,0.7176673784852028,0.7135802469135802
22,0.40737634872803924,0.8477922077922078,0.6826896999890988,0.7530864197530864
23,0.4025748499104234,0.8514285714285714,0.5725669895227139,0.7728395061728395
24,0.3315094881614701,0.8737662337662337,0.6305188089609146,0.7654320987654321
25,0.3675616631498102,0.8706493506493507,0.5837002591444895,0.8024691358024691
26,0.2950560338184482,0.8945454545454545,0.6252646956306237,0.7679012345679013
27,0.2858791903394168,0.8877922077922078,0.6545143941274056,0.7654320987654321
28,0.2702901050692699,0.9018181818181819,0.8648382883805495,0.7234567901234568
29,0.4136171802634098,0.8436363636363636,0.6536346123768733,0.7654320987654321
30,0.26883311496406304,0.9002597402597402,0.6165027541036789,0.7777777777777778
31,0.23455576073439394,0.9163636363636364,0.6497616653258984,0.7901234567901234
32,0.21703969467370238,0.9324675324675324,0.6518672524163356,0.7777777777777778
33,0.21568037325241526,0.9251948051948052,0.7180034002432456,0.7654320987654321
34,0.1891333642797392,0.9376623376623376,0.6379025085614278,0.7901234567901234
35,0.15273551563503313,0.9542857142857143,0.6255804483707135,0.7975308641975308
36,0.11969705616108707,0.9667532467532467,0.6315463056358007,0.7950617283950617
37,0.14819409368468112,0.9646753246753247,0.6669796200898978,0.7802469135802469
38,0.12203646035956554,0.9662337662337662,0.6608538461419252,0.8
39,0.11291048956699058,0.9646753246753247,0.6952971606873549,0.7753086419753087
40,0.09721923732488859,0.9755844155844156,0.6649971564228718,0.7925925925925926
41,0.08850305542716237,0.9776623376623377,0.6889263208095844,0.7876543209876543
42,0.09631310247617667,0.9714285714285714,0.6580812667424862,0.7950617283950617
43,0.08170570518638266,0.9838961038961039,0.6814825445986711,0.7950617283950617
44,0.08344791336443091,0.9781818181818182,0.6721259326888964,0.7777777777777778
45,0.0874779122713648,0.9781818181818182,0.6956379006688411,0.8024691358024691
46,0.08576458872708141,0.9761038961038961,0.7311193501720061,0.7728395061728395
47,0.08065633262034322,0.9802597402597403,0.6818544560900102,0.8
48,0.09128590422819872,0.9807792207792208,0.7104273533018736,0.7925925925925926
49,0.08500880802996823,0.9771428571428571,0.6973809112723057,0.7975308641975308
50,0.07903435592898397,0.9766233766233766,0.7033381943519299,0.7876543209876543
51,0.0816720642271589,0.9781818181818182,0.7172358758174456,0.7851851851851852
52,0.07567863215188511,0.9818181818181818,0.6874338425695896,0.7901234567901234
53,0.07292676753685122,0.9854545454545455,0.7304477875049298,0.7901234567901234
54,0.07517966631128163,0.9802597402597403,0.6986251307221559,0.7950617283950617
55,0.08444013684743741,0.9812987012987013,0.6707450733161889,0.7975308641975308
56,0.08059601297937945,0.9781818181818182,0.6998711259892354,0.782716049382716
57,0.09533818948586456,0.9797402597402597,0.6706530789916332,0.782716049382716
58,0.07381411618934791,0.9812987012987013,0.7097950996114657,0.7851851851851852
59,0.07390724742388138,0.9838961038961039,0.6956269265367434,0.7925925925925926
60,0.0805811413304239,0.9797402597402597,0.7199619959753293,0.7950617283950617
61,0.07644608203077415,0.9807792207792208,0.6979762060711017,0.7901234567901234
62,0.07085187603398914,0.9833766233766233,0.6938400239898608,0.7851851851851852
63,0.07379741688854381,0.9745454545454545,0.7070697666360781,0.7950617283950617
64,0.07347515191821778,0.9812987012987013,0.7013721437408373,0.8
65,0.0899745061627177,0.9755844155844156,0.7153337537669219,0.7901234567901234
66,0.07717028263284535,0.9838961038961039,0.7039349649388057,0.7901234567901234
67,0.07440625805957396,0.985974025974026,0.6939698161127476,0.7925925925925926
68,0.07749319598689432,0.9766233766233766,0.7025012786571796,0.7925925925925926
69,0.0743407105996472,0.9823376623376623,0.7174825622485235,0.7975308641975308
70,0.10215466332118042,0.9797402597402597,0.6893305010520495,0.7925925925925926
71,0.0791809449094485,0.9807792207792208,0.713751900368012,0.7975308641975308
72,0.07369990153696204,0.9807792207792208,0.6912590910035831,0.8
73,0.0727285490844582,0.9844155844155844,0.7120467980320637,0.7950617283950617
74,0.06760646457799145,0.9838961038961039,0.7103650506872398,0.7975308641975308
75,0.06767637870411893,0.9838961038961039,0.6923563443124294,0.7925925925925926
76,0.09530821479246264,0.9755844155844156,0.6812298899659743,0.7901234567901234
77,0.07587026642849211,0.9838961038961039,0.7044525544803876,0.7925925925925926
78,0.07302296152491061,0.9818181818181818,0.6966002127872064,0.7975308641975308
79,0.07809084604998104,0.9838961038961039,0.7092486482400161,0.7950617283950617
80,0.06897968385124305,0.9854545454545455,0.6906429460415473,0.7876543209876543
81,0.0766998819212933,0.9776623376623377,0.6810505487597905,0.7925925925925926
82,0.06934120084662906,0.9807792207792208,0.7020739718125417,0.7950617283950617
83,0.0786944817385224,0.9776623376623377,0.6866831555962563,0.7950617283950617
84,0.07020037462476825,0.9828571428571429,0.7115204176650598,0.7901234567901234
85,0.0769499737891506,0.9828571428571429,0.7065319662483839,0.7925925925925926
86,0.08504273632510764,0.9797402597402597,0.6857185561496478,0.7876543209876543
87,0.07607316845631013,0.9807792207792208,0.6999288536608219,0.7950617283950617
88,0.07523851695119357,0.985974025974026,0.7092331687991436,0.7925925925925926
89,0.0852895192191249,0.9766233766233766,0.7041081198706076,0.7975308641975308
90,0.08942303577529602,0.9828571428571429,0.7003562699716824,0.7901234567901234
91,0.0786087201129584,0.9771428571428571,0.6845389908322921,0.7950617283950617
92,0.07020250741453445,0.9838961038961039,0.6889535899345691,0.7851851851851852
93,0.07480371471677648,0.9818181818181818,0.6891647141713363,0.7975308641975308
94,0.08645472837398287,0.9797402597402597,0.6754387468099594,0.8049382716049382
95,0.073415090955916,0.9771428571428571,0.6859396340755316,0.7975308641975308
96,0.07833707219630968,0.9807792207792208,0.6975375178914803,0.7975308641975308
97,0.07999198715828482,0.9771428571428571,0.6826804053898041,0.7925925925925926
98,0.07856553980363075,0.9792207792207792,0.65979955259424,0.7925925925925926
99,0.09094274960091857,0.9750649350649351,0.6840200061694934,0.8
100,0.07028967255085218,0.9849350649350649,0.7094574668086492,0.7925925925925926
