epoch,train_loss,train_acc,val_loss,val_acc
1,1.4753426723792904,0.4228571428571429,1.125905481668619,0.5259259259259259
2,1.0292908109602381,0.6077922077922078,1.1281568109989166,0.5333333333333333
3,0.8779240406927515,0.6612987012987013,0.8004434796480032,0.6814814814814815
4,0.7604637458676198,0.6763636363636364,0.7859083161904261,0.7012345679012346
5,0.661058066321201,0.7381818181818182,0.7116704468543713,0.7481481481481481
6,0.5690931370023822,0.7771428571428571,0.6140958322928503,0.7481481481481481
7,0.46764804569424173,0.8135064935064935,0.7088776597609887,0.7382716049382716
8,0.4652836259271278,0.814025974025974,0.7160881459712982,0.7333333333333333
9,0.4241531457080216,0.8296103896103896,0.6184690159100753,0.7555555555555555
10,0.3457573911205667,0.867012987012987,0.8196788991873081,0.7358024691358025
11,0.2383575840074508,0.9137662337662338,0.6209878806884472,0.7851851851851852
12,0.1850150585418842,0.9428571428571428,0.6983310832427099,0.762962962962963
13,0.16525857016199924,0.9428571428571428,0.6788831611092274,0.7802469135802469
14,0.12005377701315724,0.9558441558441558,0.7838393369546304,0.7777777777777778
15,0.09386498332939676,0.9693506493506493,0.7501357449935033,0.7580246913580246
16,0.05788419780428292,0.9896103896103896,0.7620685673677005,0.7703703703703704
17,0.0570108704574284,0.9906493506493507,0.8152389480517461,0.7679012345679013
18,0.05965509444291963,0.9844155844155844,0.9059482079285842,0.7654320987654321
19,0.03801541582330084,0.9948051948051948,0.9008417427539825,0.745679012345679
20,0.02675951878944809,0.9984415584415585,0.9264489205983969,0.7530864197530864
21,0.024157942669679883,0.9984415584415585,0.9518975351865475,0.7432098765432099
22,0.02010924534368344,0.9994805194805195,0.9531202797706311,0.7555555555555555
23,0.0184218396936528,1.0,0.9613168021807303,0.7555555555555555
24,0.017481937031185286,0.9994805194805195,0.9766887093965824,0.7530864197530864
25,0.01576138620234293,0.9994805194805195,0.993321051964393,0.7481481481481481
26,0.015112228943493034,1.0,1.0061375934344072,0.7506172839506173
27,0.014284342214404071,1.0,0.9997180883701031,0.7580246913580246
28,0.013703253700352106,1.0,1.0069079032311072,0.7481481481481481
29,0.013120924206603258,1.0,1.018332716364127,0.7530864197530864
30,0.013276837552424337,1.0,1.0171331132833774,0.7530864197530864
31,0.013477319019434393,1.0,1.0196590446508849,0.7530864197530864
32,0.012453798567265516,1.0,1.0199740185187414,0.7580246913580246
33,0.01231588008737222,1.0,1.0253842954452221,0.7530864197530864
34,0.012477714583644123,1.0,1.023423602947822,0.762962962962963
35,0.011931342935403351,1.0,1.0254905223846436,0.762962962962963
36,0.012068740763991583,1.0,1.0287430928303645,0.7580246913580246
37,0.011417691511880667,1.0,1.0303691373421595,0.7604938271604939
38,0.012071778471047272,1.0,1.0307116210460663,0.762962962962963
39,0.01147591025705953,1.0,1.031173369059196,0.762962962962963
40,0.011556515256400968,1.0,1.032646385522989,0.762962962962963
41,0.011294025801824497,1.0,1.0312537677012956,0.7654320987654321
42,0.011608975313481738,1.0,1.0330948336766317,0.762962962962963
43,0.011882961712411193,1.0,1.034498576934521,0.762962962962963
44,0.011637776044243183,1.0,1.034758230814567,0.762962962962963
45,0.010959527333129625,1.0,1.0356094000431209,0.7604938271604939
46,0.01141777981194805,1.0,1.0361630033988218,0.7604938271604939
47,0.011607409607557977,1.0,1.0365740290054908,0.7604938271604939
48,0.011107378456069798,1.0,1.0369657828257635,0.7604938271604939
49,0.011642256396685223,1.0,1.0371409425368676,0.762962962962963
50,0.011135258711874485,1.0,1.0374701412824483,0.762962962962963
